"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"1999","1999","Alabama","01","15-24 years","15-24",177,633971,27.9
"1999","1999","Alabama","01","25-34 years","25-34",137,608323,22.5
"1999","1999","Alabama","01","35-44 years","35-44",161,686932,23.4
"1999","1999","Alabama","01","45-54 years","45-54",102,585651,17.4
"1999","1999","Alabama","01","55-64 years","55-64",79,410542,19.2
"1999","1999","Alabama","01","65-74 years","65-74",59,315928,18.7
"1999","1999","Alabama","01","75-84 years","75-84",45,194773,23.1
"1999","1999","Alabama","01","85+ years","85+",11,65953,0
"1999","1999","Alaska","02","15-24 years","15-24",24,89183,26.9
"1999","1999","Alaska","02","25-34 years","25-34",18,90016,0
"1999","1999","Alaska","02","35-44 years","35-44",17,116881,0
"1999","1999","Arizona","04","15-24 years","15-24",166,710747,23.4
"1999","1999","Arizona","04","25-34 years","25-34",176,738538,23.8
"1999","1999","Arizona","04","35-44 years","35-44",135,761436,17.7
"1999","1999","Arizona","04","45-54 years","45-54",97,604767,16
"1999","1999","Arizona","04","55-64 years","55-64",77,427747,18
"1999","1999","Arizona","04","65-74 years","65-74",46,362714,12.7
"1999","1999","Arizona","04","75-84 years","75-84",73,231098,31.6
"1999","1999","Arizona","04","85+ years","85+",14,66200,0
"1999","1999","Arkansas","05","15-24 years","15-24",80,379744,21.1
"1999","1999","Arkansas","05","25-34 years","25-34",71,351295,20.2
"1999","1999","Arkansas","05","35-44 years","35-44",73,394882,18.5
"1999","1999","Arkansas","05","45-54 years","45-54",43,340043,12.6
"1999","1999","Arkansas","05","55-64 years","55-64",34,251017,13.5
"1999","1999","Arkansas","05","65-74 years","65-74",28,197936,14.1
"1999","1999","Arkansas","05","75-84 years","75-84",29,128798,22.5
"1999","1999","Arkansas","05","85+ years","85+",11,45862,0
"1999","1999","California","06","5-14 years","5-14",41,5246778,0.8
"1999","1999","California","06","15-24 years","15-24",797,4706286,16.9
"1999","1999","California","06","25-34 years","25-34",567,5278543,10.7
"1999","1999","California","06","35-44 years","35-44",469,5462186,8.6
"1999","1999","California","06","45-54 years","45-54",387,4189310,9.2
"1999","1999","California","06","55-64 years","55-64",212,2543047,8.3
"1999","1999","California","06","65-74 years","65-74",206,1888004,10.9
"1999","1999","California","06","75-84 years","75-84",193,1259639,15.3
"1999","1999","California","06","85+ years","85+",75,413264,18.1
"1999","1999","Colorado","08","5-14 years","5-14",10,611317,0
"1999","1999","Colorado","08","15-24 years","15-24",89,596784,14.9
"1999","1999","Colorado","08","25-34 years","25-34",90,654857,13.7
"1999","1999","Colorado","08","35-44 years","35-44",79,738963,10.7
"1999","1999","Colorado","08","45-54 years","45-54",68,593059,11.5
"1999","1999","Colorado","08","55-64 years","55-64",36,329046,10.9
"1999","1999","Colorado","08","65-74 years","65-74",33,224419,14.7
"1999","1999","Colorado","08","75-84 years","75-84",25,139103,18
"1999","1999","Connecticut","09","15-24 years","15-24",46,399056,11.5
"1999","1999","Connecticut","09","25-34 years","25-34",38,462436,8.2
"1999","1999","Connecticut","09","35-44 years","35-44",29,579519,5
"1999","1999","Connecticut","09","45-54 years","45-54",31,469320,6.6
"1999","1999","Connecticut","09","55-64 years","55-64",19,302459,0
"1999","1999","Connecticut","09","65-74 years","65-74",15,233337,0
"1999","1999","Connecticut","09","75-84 years","75-84",15,173198,0
"1999","1999","Delaware","10","15-24 years","15-24",10,104916,0
"1999","1999","Delaware","10","25-34 years","25-34",15,111049,0
"1999","1999","Delaware","10","35-44 years","35-44",15,126830,0
"1999","1999","Delaware","10","45-54 years","45-54",11,100828,0
"1999","1999","District of Columbia","11","15-24 years","15-24",83,85240,97.4
"1999","1999","District of Columbia","11","25-34 years","25-34",44,106678,41.2
"1999","1999","District of Columbia","11","35-44 years","35-44",17,88156,0
"1999","1999","Florida","12","5-14 years","5-14",21,2069242,1
"1999","1999","Florida","12","15-24 years","15-24",272,1899728,14.3
"1999","1999","Florida","12","25-34 years","25-34",300,2092705,14.3
"1999","1999","Florida","12","35-44 years","35-44",316,2456475,12.9
"1999","1999","Florida","12","45-54 years","45-54",249,1991942,12.5
"1999","1999","Florida","12","55-64 years","55-64",152,1509450,10.1
"1999","1999","Florida","12","65-74 years","65-74",176,1462865,12
"1999","1999","Florida","12","75-84 years","75-84",154,1012330,15.2
"1999","1999","Florida","12","85+ years","85+",47,322911,14.6
"1999","1999","Georgia","13","5-14 years","5-14",15,1200829,0
"1999","1999","Georgia","13","15-24 years","15-24",228,1164142,19.6
"1999","1999","Georgia","13","25-34 years","25-34",281,1294350,21.7
"1999","1999","Georgia","13","35-44 years","35-44",199,1335448,14.9
"1999","1999","Georgia","13","45-54 years","45-54",121,1046564,11.6
"1999","1999","Georgia","13","55-64 years","55-64",92,642834,14.3
"1999","1999","Georgia","13","65-74 years","65-74",76,431276,17.6
"1999","1999","Georgia","13","75-84 years","75-84",59,261145,22.6
"1999","1999","Hawaii","15","25-34 years","25-34",11,174184,0
"1999","1999","Hawaii","15","35-44 years","35-44",14,193008,0
"1999","1999","Idaho","16","15-24 years","15-24",31,204024,15.2
"1999","1999","Idaho","16","25-34 years","25-34",22,164835,13.3
"1999","1999","Idaho","16","35-44 years","35-44",25,193496,12.9
"1999","1999","Idaho","16","45-54 years","45-54",19,164613,0
"1999","1999","Idaho","16","55-64 years","55-64",12,104652,0
"1999","1999","Idaho","16","65-74 years","65-74",13,75364,0
"1999","1999","Idaho","16","75-84 years","75-84",17,51252,0
"1999","1999","Illinois","17","5-14 years","5-14",18,1823415,0
"1999","1999","Illinois","17","15-24 years","15-24",419,1727494,24.3
"1999","1999","Illinois","17","25-34 years","25-34",267,1825711,14.6
"1999","1999","Illinois","17","35-44 years","35-44",187,1987201,9.4
"1999","1999","Illinois","17","45-54 years","45-54",104,1584101,6.6
"1999","1999","Illinois","17","55-64 years","55-64",73,1029288,7.1
"1999","1999","Illinois","17","65-74 years","65-74",54,778076,6.9
"1999","1999","Illinois","17","75-84 years","75-84",51,533368,9.6
"1999","1999","Illinois","17","85+ years","85+",14,188400,0
"1999","1999","Indiana","18","5-14 years","5-14",15,879493,0
"1999","1999","Indiana","18","15-24 years","15-24",162,875746,18.5
"1999","1999","Indiana","18","25-34 years","25-34",150,836943,17.9
"1999","1999","Indiana","18","35-44 years","35-44",125,962267,13
"1999","1999","Indiana","18","45-54 years","45-54",84,795740,10.6
"1999","1999","Indiana","18","55-64 years","55-64",28,522962,5.4
"1999","1999","Indiana","18","65-74 years","65-74",43,397080,10.8
"1999","1999","Indiana","18","75-84 years","75-84",38,263559,14.4
"1999","1999","Indiana","18","85+ years","85+",14,90274,0
"1999","1999","Iowa","19","15-24 years","15-24",38,428013,8.9
"1999","1999","Iowa","19","25-34 years","25-34",32,366236,8.7
"1999","1999","Iowa","19","35-44 years","35-44",27,448486,6
"1999","1999","Iowa","19","45-54 years","45-54",27,382540,7.1
"1999","1999","Iowa","19","55-64 years","55-64",20,255776,7.8
"1999","1999","Iowa","19","65-74 years","65-74",23,213277,10.8
"1999","1999","Iowa","19","75-84 years","75-84",19,158946,0
"1999","1999","Kansas","20","15-24 years","15-24",68,396325,17.2
"1999","1999","Kansas","20","25-34 years","25-34",53,351887,15.1
"1999","1999","Kansas","20","35-44 years","35-44",42,423950,9.9
"1999","1999","Kansas","20","45-54 years","45-54",32,344157,9.3
"1999","1999","Kansas","20","55-64 years","55-64",24,217720,11
"1999","1999","Kansas","20","65-74 years","65-74",14,177263,0
"1999","1999","Kansas","20","75-84 years","75-84",18,127928,0
"1999","1999","Kentucky","21","15-24 years","15-24",81,573124,14.1
"1999","1999","Kentucky","21","25-34 years","25-34",109,570025,19.1
"1999","1999","Kentucky","21","35-44 years","35-44",113,641288,17.6
"1999","1999","Kentucky","21","45-54 years","45-54",67,541439,12.4
"1999","1999","Kentucky","21","55-64 years","55-64",43,365988,11.7
"1999","1999","Kentucky","21","65-74 years","65-74",40,274018,14.6
"1999","1999","Kentucky","21","75-84 years","75-84",34,170785,19.9
"1999","1999","Kentucky","21","85+ years","85+",18,57514,0
"1999","1999","Louisiana","22","5-14 years","5-14",15,689702,0
"1999","1999","Louisiana","22","15-24 years","15-24",179,691233,25.9
"1999","1999","Louisiana","22","25-34 years","25-34",181,608582,29.7
"1999","1999","Louisiana","22","35-44 years","35-44",139,696307,20
"1999","1999","Louisiana","22","45-54 years","45-54",101,570443,17.7
"1999","1999","Louisiana","22","55-64 years","55-64",49,373236,13.1
"1999","1999","Louisiana","22","65-74 years","65-74",43,283633,15.2
"1999","1999","Louisiana","22","75-84 years","75-84",37,172924,21.4
"1999","1999","Louisiana","22","85+ years","85+",11,57390,0
"1999","1999","Maine","23","15-24 years","15-24",15,158762,0
"1999","1999","Maine","23","25-34 years","25-34",16,159336,0
"1999","1999","Maine","23","35-44 years","35-44",24,213530,11.2
"1999","1999","Maine","23","45-54 years","45-54",18,186351,0
"1999","1999","Maine","23","55-64 years","55-64",11,119812,0
"1999","1999","Maine","23","65-74 years","65-74",12,95974,0
"1999","1999","Maryland","24","15-24 years","15-24",218,658375,33.1
"1999","1999","Maryland","24","25-34 years","25-34",167,763937,21.9
"1999","1999","Maryland","24","35-44 years","35-44",97,911449,10.6
"1999","1999","Maryland","24","45-54 years","45-54",57,734690,7.8
"1999","1999","Maryland","24","55-64 years","55-64",36,458782,7.8
"1999","1999","Maryland","24","65-74 years","65-74",32,321571,10
"1999","1999","Maryland","24","75-84 years","75-84",22,207898,10.6
"1999","1999","Massachusetts","25","15-24 years","15-24",45,804467,5.6
"1999","1999","Massachusetts","25","25-34 years","25-34",35,954752,3.7
"1999","1999","Massachusetts","25","35-44 years","35-44",36,1057230,3.4
"1999","1999","Massachusetts","25","45-54 years","45-54",24,849890,2.8
"1999","1999","Massachusetts","25","55-64 years","55-64",25,534483,4.7
"1999","1999","Massachusetts","25","75-84 years","75-84",16,312645,0
"1999","1999","Michigan","26","5-14 years","5-14",15,1489780,0
"1999","1999","Michigan","26","15-24 years","15-24",258,1357657,19
"1999","1999","Michigan","26","25-34 years","25-34",284,1377899,20.6
"1999","1999","Michigan","26","35-44 years","35-44",180,1605358,11.2
"1999","1999","Michigan","26","45-54 years","45-54",135,1330187,10.1
"1999","1999","Michigan","26","55-64 years","55-64",76,849844,8.9
"1999","1999","Michigan","26","65-74 years","65-74",61,645471,9.5
"1999","1999","Michigan","26","75-84 years","75-84",42,429319,9.8
"1999","1999","Michigan","26","85+ years","85+",20,139784,14.3
"1999","1999","Minnesota","27","15-24 years","15-24",70,685225,10.2
"1999","1999","Minnesota","27","25-34 years","25-34",48,675909,7.1
"1999","1999","Minnesota","27","35-44 years","35-44",61,823041,7.4
"1999","1999","Minnesota","27","45-54 years","45-54",39,643345,6.1
"1999","1999","Minnesota","27","55-64 years","55-64",21,395829,5.3
"1999","1999","Minnesota","27","65-74 years","65-74",19,295435,0
"1999","1999","Minnesota","27","75-84 years","75-84",22,212047,10.4
"1999","1999","Mississippi","28","5-14 years","5-14",10,434735,0
"1999","1999","Mississippi","28","15-24 years","15-24",123,447040,27.5
"1999","1999","Mississippi","28","25-34 years","25-34",86,382499,22.5
"1999","1999","Mississippi","28","35-44 years","35-44",105,424613,24.7
"1999","1999","Mississippi","28","45-54 years","45-54",48,351029,13.7
"1999","1999","Mississippi","28","55-64 years","55-64",57,242369,23.5
"1999","1999","Mississippi","28","65-74 years","65-74",41,185423,22.1
"1999","1999","Mississippi","28","75-84 years","75-84",20,114646,17.4
"1999","1999","Missouri","29","5-14 years","5-14",11,811613,0
"1999","1999","Missouri","29","15-24 years","15-24",163,775883,21
"1999","1999","Missouri","29","25-34 years","25-34",143,743819,19.2
"1999","1999","Missouri","29","35-44 years","35-44",124,886824,14
"1999","1999","Missouri","29","45-54 years","45-54",83,721187,11.5
"1999","1999","Missouri","29","55-64 years","55-64",54,499269,10.8
"1999","1999","Missouri","29","65-74 years","65-74",54,393923,13.7
"1999","1999","Missouri","29","75-84 years","75-84",44,262582,16.8
"1999","1999","Missouri","29","85+ years","85+",19,97719,0
"1999","1999","Montana","30","15-24 years","15-24",27,129505,20.8
"1999","1999","Montana","30","25-34 years","25-34",11,102563,0
"1999","1999","Montana","30","35-44 years","35-44",20,144225,13.9
"1999","1999","Montana","30","45-54 years","45-54",13,131005,0
"1999","1999","Montana","30","55-64 years","55-64",12,83236,0
"1999","1999","Montana","30","65-74 years","65-74",13,62233,0
"1999","1999","Montana","30","75-84 years","75-84",15,42717,0
"1999","1999","Nebraska","31","15-24 years","15-24",40,253366,15.8
"1999","1999","Nebraska","31","25-34 years","25-34",27,223247,12.1
"1999","1999","Nebraska","31","35-44 years","35-44",25,265907,9.4
"1999","1999","Nebraska","31","45-54 years","45-54",20,219376,9.1
"1999","1999","Nebraska","31","55-64 years","55-64",15,140276,0
"1999","1999","Nevada","32","15-24 years","15-24",64,245620,26.1
"1999","1999","Nevada","32","25-34 years","25-34",70,302724,23.1
"1999","1999","Nevada","32","35-44 years","35-44",50,315154,15.9
"1999","1999","Nevada","32","45-54 years","45-54",54,256389,21.1
"1999","1999","Nevada","32","55-64 years","55-64",41,181820,22.5
"1999","1999","Nevada","32","65-74 years","65-74",32,129727,24.7
"1999","1999","Nevada","32","75-84 years","75-84",37,67981,54.4
"1999","1999","New Hampshire","33","15-24 years","15-24",16,152407,0
"1999","1999","New Hampshire","33","25-34 years","25-34",10,162397,0
"1999","1999","New Hampshire","33","35-44 years","35-44",11,220733,0
"1999","1999","New Hampshire","33","45-54 years","45-54",19,177026,0
"1999","1999","New Jersey","34","15-24 years","15-24",75,999628,7.5
"1999","1999","New Jersey","34","25-34 years","25-34",94,1205410,7.8
"1999","1999","New Jersey","34","35-44 years","35-44",62,1431166,4.3
"1999","1999","New Jersey","34","45-54 years","45-54",43,1131136,3.8
"1999","1999","New Jersey","34","55-64 years","55-64",25,741079,3.4
"1999","1999","New Jersey","34","65-74 years","65-74",24,578843,4.1
"1999","1999","New Jersey","34","75-84 years","75-84",22,397677,5.5
"1999","1999","New Mexico","35","15-24 years","15-24",80,266177,30.1
"1999","1999","New Mexico","35","25-34 years","25-34",52,234779,22.1
"1999","1999","New Mexico","35","35-44 years","35-44",50,283621,17.6
"1999","1999","New Mexico","35","45-54 years","45-54",36,238706,15.1
"1999","1999","New Mexico","35","55-64 years","55-64",19,155004,0
"1999","1999","New Mexico","35","65-74 years","65-74",16,116384,0
"1999","1999","New Mexico","35","75-84 years","75-84",18,69491,0
"1999","1999","New York","36","15-24 years","15-24",297,2505698,11.9
"1999","1999","New York","36","25-34 years","25-34",249,2804932,8.9
"1999","1999","New York","36","35-44 years","35-44",156,3069824,5.1
"1999","1999","New York","36","45-54 years","45-54",127,2495085,5.1
"1999","1999","New York","36","55-64 years","55-64",66,1665039,4
"1999","1999","New York","36","65-74 years","65-74",53,1275887,4.2
"1999","1999","New York","36","75-84 years","75-84",29,849253,3.4
"1999","1999","New York","36","85+ years","85+",13,304615,0
"1999","1999","North Carolina","37","5-14 years","5-14",10,1095590,0
"1999","1999","North Carolina","37","15-24 years","15-24",241,1099058,21.9
"1999","1999","North Carolina","37","25-34 years","25-34",233,1218466,19.1
"1999","1999","North Carolina","37","35-44 years","35-44",202,1279369,15.8
"1999","1999","North Carolina","37","45-54 years","45-54",145,1055999,13.7
"1999","1999","North Carolina","37","55-64 years","55-64",84,709827,11.8
"1999","1999","North Carolina","37","65-74 years","65-74",75,531941,14.1
"1999","1999","North Carolina","37","75-84 years","75-84",47,326262,14.4
"1999","1999","North Carolina","37","85+ years","85+",11,103560,0
"1999","1999","North Dakota","38","15-24 years","15-24",12,103943,0
"1999","1999","North Dakota","38","25-34 years","25-34",11,78485,0
"1999","1999","Ohio","39","15-24 years","15-24",173,1544865,11.2
"1999","1999","Ohio","39","25-34 years","25-34",179,1539657,11.6
"1999","1999","Ohio","39","35-44 years","35-44",175,1816873,9.6
"1999","1999","Ohio","39","45-54 years","45-54",113,1524753,7.4
"1999","1999","Ohio","39","55-64 years","55-64",78,1002437,7.8
"1999","1999","Ohio","39","65-74 years","65-74",88,796068,11.1
"1999","1999","Ohio","39","75-84 years","75-84",73,535716,13.6
"1999","1999","Ohio","39","85+ years","85+",26,173807,15
"1999","1999","Oklahoma","40","15-24 years","15-24",114,514776,22.1
"1999","1999","Oklahoma","40","25-34 years","25-34",96,452644,21.2
"1999","1999","Oklahoma","40","35-44 years","35-44",89,527146,16.9
"1999","1999","Oklahoma","40","45-54 years","45-54",67,442669,15.1
"1999","1999","Oklahoma","40","55-64 years","55-64",45,311587,14.4
"1999","1999","Oklahoma","40","65-74 years","65-74",31,241863,12.8
"1999","1999","Oklahoma","40","75-84 years","75-84",35,155147,22.6
"1999","1999","Oregon","41","15-24 years","15-24",59,469939,12.6
"1999","1999","Oregon","41","25-34 years","25-34",51,466884,10.9
"1999","1999","Oregon","41","35-44 years","35-44",76,533397,14.2
"1999","1999","Oregon","41","45-54 years","45-54",61,494990,12.3
"1999","1999","Oregon","41","55-64 years","55-64",31,295963,10.5
"1999","1999","Oregon","41","65-74 years","65-74",43,220102,19.5
"1999","1999","Oregon","41","75-84 years","75-84",40,160263,25
"1999","1999","Oregon","41","85+ years","85+",13,56185,0
"1999","1999","Pennsylvania","42","5-14 years","5-14",13,1695037,0
"1999","1999","Pennsylvania","42","15-24 years","15-24",292,1589025,18.4
"1999","1999","Pennsylvania","42","25-34 years","25-34",248,1589669,15.6
"1999","1999","Pennsylvania","42","35-44 years","35-44",220,1957775,11.2
"1999","1999","Pennsylvania","42","45-54 years","45-54",135,1659066,8.1
"1999","1999","Pennsylvania","42","55-64 years","55-64",98,1120735,8.7
"1999","1999","Pennsylvania","42","65-74 years","65-74",72,982084,7.3
"1999","1999","Pennsylvania","42","75-84 years","75-84",70,706241,9.9
"1999","1999","Pennsylvania","42","85+ years","85+",24,232235,10.3
"1999","1999","Rhode Island","44","15-24 years","15-24",12,143500,0
"1999","1999","Rhode Island","44","25-34 years","25-34",10,143663,0
"1999","1999","Rhode Island","44","35-44 years","35-44",14,169805,0
"1999","1999","South Carolina","45","5-14 years","5-14",11,575060,0
"1999","1999","South Carolina","45","15-24 years","15-24",112,573328,19.5
"1999","1999","South Carolina","45","25-34 years","25-34",107,564772,18.9
"1999","1999","South Carolina","45","35-44 years","35-44",116,622283,18.6
"1999","1999","South Carolina","45","45-54 years","45-54",72,534290,13.5
"1999","1999","South Carolina","45","55-64 years","55-64",59,363014,16.3
"1999","1999","South Carolina","45","65-74 years","65-74",35,269396,13
"1999","1999","South Carolina","45","75-84 years","75-84",21,161820,13
"1999","1999","South Dakota","46","15-24 years","15-24",18,114595,0
"1999","1999","South Dakota","46","35-44 years","35-44",11,115768,0
"1999","1999","South Dakota","46","45-54 years","45-54",13,94025,0
"1999","1999","Tennessee","47","5-14 years","5-14",15,782406,0
"1999","1999","Tennessee","47","15-24 years","15-24",154,776657,19.8
"1999","1999","Tennessee","47","25-34 years","25-34",189,820333,23
"1999","1999","Tennessee","47","35-44 years","35-44",168,899580,18.7
"1999","1999","Tennessee","47","45-54 years","45-54",119,766932,15.5
"1999","1999","Tennessee","47","55-64 years","55-64",66,523680,12.6
"1999","1999","Tennessee","47","65-74 years","65-74",62,380713,16.3
"1999","1999","Tennessee","47","75-84 years","75-84",42,237194,17.7
"1999","1999","Tennessee","47","85+ years","85+",10,80367,0
"1999","1999","Texas","48","5-14 years","5-14",46,3251565,1.4
"1999","1999","Texas","48","15-24 years","15-24",463,3118544,14.8
"1999","1999","Texas","48","25-34 years","25-34",404,3141887,12.9
"1999","1999","Texas","48","35-44 years","35-44",407,3301216,12.3
"1999","1999","Texas","48","45-54 years","45-54",298,2520859,11.8
"1999","1999","Texas","48","55-64 years","55-64",159,1556665,10.2
"1999","1999","Texas","48","65-74 years","65-74",158,1133716,13.9
"1999","1999","Texas","48","75-84 years","75-84",116,682810,17
"1999","1999","Texas","48","85+ years","85+",29,233767,12.4
"1999","1999","Utah","49","15-24 years","15-24",43,436785,9.8
"1999","1999","Utah","49","25-34 years","25-34",36,321528,11.2
"1999","1999","Utah","49","35-44 years","35-44",40,299254,13.4
"1999","1999","Utah","49","45-54 years","45-54",22,229601,9.6
"1999","1999","Utah","49","55-64 years","55-64",20,139586,14.3
"1999","1999","Utah","49","65-74 years","65-74",17,100726,0
"1999","1999","Vermont","50","35-44 years","35-44",12,102614,0
"1999","1999","Vermont","50","45-54 years","45-54",10,90995,0
"1999","1999","Virginia","51","15-24 years","15-24",163,948755,17.2
"1999","1999","Virginia","51","25-34 years","25-34",165,1048435,15.7
"1999","1999","Virginia","51","35-44 years","35-44",156,1190633,13.1
"1999","1999","Virginia","51","45-54 years","45-54",107,971938,11
"1999","1999","Virginia","51","55-64 years","55-64",81,614851,13.2
"1999","1999","Virginia","51","65-74 years","65-74",55,432448,12.7
"1999","1999","Virginia","51","75-84 years","75-84",55,267483,20.6
"1999","1999","Virginia","51","85+ years","85+",16,85206,0
"1999","1999","Washington","53","15-24 years","15-24",118,805510,14.6
"1999","1999","Washington","53","25-34 years","25-34",93,841923,11
"1999","1999","Washington","53","35-44 years","35-44",101,981585,10.3
"1999","1999","Washington","53","45-54 years","45-54",89,823218,10.8
"1999","1999","Washington","53","55-64 years","55-64",46,482712,9.5
"1999","1999","Washington","53","65-74 years","65-74",51,336569,15.2
"1999","1999","Washington","53","75-84 years","75-84",47,238553,19.7
"1999","1999","Washington","53","85+ years","85+",17,82233,0
"1999","1999","West Virginia","54","15-24 years","15-24",34,250996,13.5
"1999","1999","West Virginia","54","25-34 years","25-34",35,229369,15.3
"1999","1999","West Virginia","54","35-44 years","35-44",49,275657,17.8
"1999","1999","West Virginia","54","45-54 years","45-54",47,264484,17.8
"1999","1999","West Virginia","54","55-64 years","55-64",24,182958,13.1
"1999","1999","West Virginia","54","65-74 years","65-74",30,149471,20.1
"1999","1999","West Virginia","54","75-84 years","75-84",14,95892,0
"1999","1999","Wisconsin","55","5-14 years","5-14",13,787400,0
"1999","1999","Wisconsin","55","15-24 years","15-24",126,757865,16.6
"1999","1999","Wisconsin","55","25-34 years","25-34",74,713340,10.4
"1999","1999","Wisconsin","55","35-44 years","35-44",68,876972,7.8
"1999","1999","Wisconsin","55","45-54 years","45-54",67,709818,9.4
"1999","1999","Wisconsin","55","55-64 years","55-64",34,450254,7.6
"1999","1999","Wisconsin","55","65-74 years","65-74",29,356539,8.1
"1999","1999","Wisconsin","55","75-84 years","75-84",16,250488,0
"1999","1999","Wisconsin","55","85+ years","85+",15,94166,0
"1999","1999","Wyoming","56","15-24 years","15-24",18,75708,0
"1999","1999","Wyoming","56","45-54 years","45-54",10,71532,0
"2000","2000","Alabama","01","15-24 years","15-24",143,631445,22.6
"2000","2000","Alabama","01","25-34 years","25-34",154,603015,25.5
"2000","2000","Alabama","01","35-44 years","35-44",160,685512,23.3
"2000","2000","Alabama","01","45-54 years","45-54",106,600209,17.7
"2000","2000","Alabama","01","55-64 years","55-64",70,415532,16.8
"2000","2000","Alabama","01","65-74 years","65-74",55,316748,17.4
"2000","2000","Alabama","01","75-84 years","75-84",44,195749,22.5
"2000","2000","Alabama","01","85+ years","85+",15,67301,0
"2000","2000","Alaska","02","15-24 years","15-24",41,89986,45.6
"2000","2000","Alaska","02","25-34 years","25-34",21,89473,23.5
"2000","2000","Alaska","02","35-44 years","35-44",28,114049,24.6
"2000","2000","Alaska","02","45-54 years","45-54",15,94952,0
"2000","2000","Arizona","04","15-24 years","15-24",180,730582,24.6
"2000","2000","Arizona","04","25-34 years","25-34",144,742665,19.4
"2000","2000","Arizona","04","35-44 years","35-44",134,768804,17.4
"2000","2000","Arizona","04","45-54 years","45-54",105,627904,16.7
"2000","2000","Arizona","04","55-64 years","55-64",62,442372,14
"2000","2000","Arizona","04","65-74 years","65-74",71,363841,19.5
"2000","2000","Arizona","04","75-84 years","75-84",50,235473,21.2
"2000","2000","Arizona","04","85+ years","85+",22,68525,32.1
"2000","2000","Arkansas","05","5-14 years","5-14",10,380159,0
"2000","2000","Arkansas","05","15-24 years","15-24",82,380363,21.6
"2000","2000","Arkansas","05","25-34 years","25-34",84,352845,23.8
"2000","2000","Arkansas","05","35-44 years","35-44",66,398127,16.6
"2000","2000","Arkansas","05","45-54 years","45-54",43,349519,12.3
"2000","2000","Arkansas","05","55-64 years","55-64",30,256783,11.7
"2000","2000","Arkansas","05","65-74 years","65-74",43,198334,21.7
"2000","2000","Arkansas","05","75-84 years","75-84",30,129193,23.2
"2000","2000","Arkansas","05","85+ years","85+",14,46492,0
"2000","2000","California","06","5-14 years","5-14",37,5296702,0.7
"2000","2000","California","06","15-24 years","15-24",810,4832176,16.8
"2000","2000","California","06","25-34 years","25-34",631,5229062,12.1
"2000","2000","California","06","35-44 years","35-44",481,5485341,8.8
"2000","2000","California","06","45-54 years","45-54",373,4331635,8.6
"2000","2000","California","06","55-64 years","55-64",210,2614093,8
"2000","2000","California","06","65-74 years","65-74",193,1887823,10.2
"2000","2000","California","06","75-84 years","75-84",228,1282178,17.8
"2000","2000","California","06","85+ years","85+",61,425657,14.3
"2000","2000","Colorado","08","15-24 years","15-24",69,613476,11.2
"2000","2000","Colorado","08","25-34 years","25-34",87,664027,13.1
"2000","2000","Colorado","08","35-44 years","35-44",85,736823,11.5
"2000","2000","Colorado","08","45-54 years","45-54",92,614125,15
"2000","2000","Colorado","08","55-64 years","55-64",32,339307,9.4
"2000","2000","Colorado","08","65-74 years","65-74",39,226310,17.2
"2000","2000","Colorado","08","75-84 years","75-84",22,141547,15.5
"2000","2000","Connecticut","09","15-24 years","15-24",35,404198,8.7
"2000","2000","Connecticut","09","25-34 years","25-34",36,451640,8
"2000","2000","Connecticut","09","35-44 years","35-44",29,581049,5
"2000","2000","Connecticut","09","45-54 years","45-54",31,480807,6.4
"2000","2000","Connecticut","09","55-64 years","55-64",18,308613,0
"2000","2000","Connecticut","09","65-74 years","65-74",12,231565,0
"2000","2000","District of Columbia","11","15-24 years","15-24",79,89690,88.1
"2000","2000","District of Columbia","11","25-34 years","25-34",38,101762,37.3
"2000","2000","District of Columbia","11","35-44 years","35-44",18,87677,0
"2000","2000","Florida","12","15-24 years","15-24",233,1942377,12
"2000","2000","Florida","12","25-34 years","25-34",256,2084100,12.3
"2000","2000","Florida","12","35-44 years","35-44",303,2485247,12.2
"2000","2000","Florida","12","45-54 years","45-54",283,2069479,13.7
"2000","2000","Florida","12","55-64 years","55-64",168,1559013,10.8
"2000","2000","Florida","12","65-74 years","65-74",176,1452176,12.1
"2000","2000","Florida","12","75-84 years","75-84",162,1024134,15.8
"2000","2000","Florida","12","85+ years","85+",69,331287,20.8
"2000","2000","Georgia","13","5-14 years","5-14",15,1223343,0
"2000","2000","Georgia","13","15-24 years","15-24",237,1188473,19.9
"2000","2000","Georgia","13","25-34 years","25-34",224,1299256,17.2
"2000","2000","Georgia","13","35-44 years","35-44",202,1353508,14.9
"2000","2000","Georgia","13","45-54 years","45-54",165,1079992,15.3
"2000","2000","Georgia","13","55-64 years","55-64",87,661456,13.2
"2000","2000","Georgia","13","65-74 years","65-74",76,435695,17.4
"2000","2000","Georgia","13","75-84 years","75-84",48,261723,18.3
"2000","2000","Georgia","13","85+ years","85+",11,87857,0
"2000","2000","Hawaii","15","25-34 years","25-34",14,171159,0
"2000","2000","Hawaii","15","35-44 years","35-44",10,191177,0
"2000","2000","Hawaii","15","45-54 years","45-54",10,170979,0
"2000","2000","Idaho","16","15-24 years","15-24",18,204852,0
"2000","2000","Idaho","16","25-34 years","25-34",20,169433,11.8
"2000","2000","Idaho","16","35-44 years","35-44",20,192968,10.4
"2000","2000","Idaho","16","45-54 years","45-54",21,170248,12.3
"2000","2000","Idaho","16","65-74 years","65-74",16,75970,0
